Mode,Indoor Temp,Indoor Humidity,Air Velocity,Globe Temperature,Outdoor Temp,Outdoor Humidity,Thermal Preference,User Id,Condition
NV,27.81130785,78.54907765,0.65,28.75,88.0,66.0,Cooler,5.0,18.0
NV,28.65853345,67.14589000000001,0.69,29.45,93.0,47.0,Cooler,45.0,17.0
AC,25.7988139,63.931682,0.07,26.85,89.0,57.0,Cooler,54.0,2.0
AC,27.60513115,79.99469500000001,0.38,28.25,93.0,55.0,No Change,35.0,3.0
NV,28.21487115,80.53101,0.09,29.1,88.0,66.0,Cooler,10.0,16.0
NV,27.46960355,76.7434977,0.31,28.45,88.0,60.0,No Change,53.0,19.0
NV,27.90806575,73.04190775000001,0.63,29.0,92.0,54.0,Cooler,60.0,19.0
AC,25.80401335,63.9229383,0.04,26.85,89.0,58.0,No Change,52.0,2.0
AC,25.3587227,71.63694275,0.03,26.25,87.0,64.05443001,No Change,20.0,2.0
AC,24.400237,72.452845,0.18,25.4,87.0,66.94115996,No Change,24.0,1.0
AC,25.66198,76.25338735,0.22,26.25,90.0,58.0,No Change,57.0,3.0
AC,24.9865618,62.1965561,0.08,25.85,89.0,62.0,No Change,29.0,3.0
AC,25.69550105,75.77646715,0.33,26.25,90.0,58.0,Warmer,59.0,3.0
NV,28.8235407,75.06594000000001,0.09,29.65,90.0,57.0,Cooler,16.0,16.0
NV,28.48635865,66.327095,0.85,29.25,93.0,46.0,No Change,48.0,18.0
NV,28.34517655,72.80569460000001,0.23,29.1,94.0,56.0,Cooler,40.0,17.0
AC,26.4589215,67.20384,0.73,26.9,91.0,56.0,Warmer,16.0,4.0
AC,25.3176384,74.67751000000001,0.31,25.85,92.0,59.0,No Change,48.0,3.0
AC,24.831316,72.60397735,0.17,25.950000000000003,92.0,56.0,Cooler,29.0,2.0
AC,25.441961300000003,77.48910795,0.07,26.1,89.0,62.94420483,No Change,59.0,2.0
AC,24.97546195,67.8532773,0.03,25.700000000000003,89.0,63.0,No Change,42.0,2.0
AC,24.7689409,72.381058,0.08,26.05,93.0,53.0,Cooler,48.0,2.0
NV,25.61384205,65.68623,0.67,25.950000000000003,90.0,62.0,No Change,33.0,18.0
AC,25.54381275,65.90142265,0.04,26.2,90.0,60.07728641,No Change,26.0,2.0
AC,25.5058241,65.31376,0.37,26.3,89.0,58.0,No Change,54.0,3.0
AC,24.45572565,70.36086,0.86,25.25,83.0,73.0,No Change,4.0,4.0
AC,25.32947065,67.46198695000001,0.3,25.75,91.0,56.09573812,No Change,27.0,3.0
NV,27.43472765,67.19831464999999,0.24,27.8,94.0,56.0,No Change,37.0,17.0
AC,24.61932565,69.35017285,0.06,25.9,93.0,53.0,No Change,48.0,2.0
AC,24.833147500000003,66.53054,0.44,25.45,89.0,63.0,Warmer,20.0,4.0
NV,29.8566381,75.98838275,0.14,30.45,93.0,56.0,Cooler,42.0,16.0
AC,25.8911167,64.74155705,0.06,26.950000000000003,89.0,55.0,No Change,52.0,2.0
NV,27.4256592,76.77550274999999,1.01,28.35,88.0,62.0,Cooler,52.0,19.0
NV,28.2101202,78.130925,0.37,29.15,91.0,58.0,Cooler,19.0,17.0
AC,25.6104712,60.81998,0.15,26.05,89.0,63.0,No Change,29.0,3.0
AC,25.53432465,66.39678,1.02,26.15,89.0,57.0,No Change,52.0,4.0
AC,25.83666515,69.80744999999999,0.59,26.55,88.0,63.0,No Change,10.0,4.0
AC,24.6038218,63.8849528,0.3,25.25,90.0,62.0,Warmer,19.0,4.0
AC,25.1209661,67.08568955,0.17,26.05,89.0,61.71166203,No Change,9.0,4.0
NV,27.54382515,75.882295,0.44,28.4,86.40827744,67.0,Cooler,5.0,17.0
NV,29.5848684,76.182995,0.05,30.35,94.0,56.0,No Change,37.0,16.0
AC,25.8022413,73.48357010000001,0.15,26.35,93.0,54.0,No Change,34.0,2.0
AC,25.6745028,71.833585,0.68,26.15,89.0,61.0,No Change,37.0,4.0
AC,25.2760258,76.474795,0.03,26.15,93.0,58.0,No Change,32.0,2.0
NV,25.36351205,69.883087,0.1,25.950000000000003,93.0,52.0,No Change,45.0,16.0
AC,25.5028107,73.72965500000001,0.54,26.0,89.0,60.0,No Change,37.0,3.0
NV,28.741795,68.9538,0.52,29.6,93.0,49.0,Cooler,43.0,17.0
AC,26.4143038,63.468410000000006,0.73,27.05,91.0,55.0,No Change,18.0,4.0
NV,29.736228,71.6406024,0.21,30.4,92.0,54.0,Cooler,60.0,17.0
AC,25.4852362,72.59637000000001,0.6,26.05,89.0,52.0,Warmer,50.0,4.0
AC,24.6089378,72.25677300000001,0.05,26.0,93.0,53.0,No Change,46.0,2.0
NV,29.1448517,74.22372195,0.1,29.9,90.0,59.0,Cooler,18.0,16.0
AC,25.60297,57.7773838,0.1,26.5,90.0,56.0,No Change,16.0,2.0
NV,27.070087450000003,74.55201,0.07,27.9,82.0,74.0,Cooler,1.0,16.0
NV,26.70016575,73.22154795,0.04,27.6,82.0,76.0,No Change,2.0,16.0
AC,24.0617094,65.2737846,0.17,25.2,87.0,66.0,Cooler,22.0,2.0
AC,25.5167483,76.30568285000001,0.81,26.0,89.0,59.0,No Change,42.0,4.0
AC,25.28754405,69.90267,0.34,25.85,91.0,58.0,Cooler,30.0,3.0
AC,28.0483072,75.18605,1.06,28.9,91.0,55.0,No Change,14.0,4.0
AC,25.65818115,76.202395,0.33,26.2,90.0,58.0,Cooler,56.0,3.0
NV,27.71040535,79.386945,1.23,28.65,91.0,61.0,No Change,33.0,16.0
NV,28.6000843,77.07266,0.04,29.6,91.0,59.0,Cooler,19.0,16.0
AC,25.2350195,67.90704500000001,0.09,26.15,90.0,60.0,Cooler,40.0,3.0
NV,27.40682605,76.748495,1.02,28.3,88.0,61.82525061,No Change,53.0,19.0
AC,25.29827595,65.68046705,0.03,26.0,90.0,60.07665772,Cooler,25.0,2.0
NV,28.0824013,73.87972500000001,0.78,28.85,90.0,56.0,No Change,29.0,19.0
AC,25.6025772,66.32347,0.26,26.35,89.0,58.0,No Change,54.0,3.0
NV,28.34041365,74.849875,0.07,29.2,91.0,58.0,Cooler,30.0,17.0
AC,24.845932,71.195115,0.08,26.45,89.0,60.0,No Change,10.0,2.0
NV,28.70465705,74.40958499999999,0.12,29.65,92.0,55.0,Cooler,59.0,16.0
NV,28.70016365,68.11952,0.68,29.4,93.0,48.0,Cooler,46.0,17.0
AC,25.00824545,61.378465000000006,0.09,26.15,90.0,54.0,No Change,54.0,1.0
AC,25.4624636,64.32089210000001,0.79,26.3,89.0,58.0,No Change,52.0,4.0
AC,24.8261671,70.32521215,0.11,25.55,93.0,54.0,No Change,36.0,2.0
NV,28.2296936,79.77403000000001,0.54,29.1,90.95917264,60.0,No Change,24.0,19.0
NV,27.9270697,78.45029,0.68,28.95,91.0,58.0,No Change,36.0,16.0
AC,25.2951131,72.53571295,0.12,26.0,93.0,56.52934892,No Change,32.0,3.0
NV,28.1482096,74.46728745,0.25,29.05,90.0,57.86501955,Cooler,30.0,17.0
NV,28.741795,68.9538,0.52,29.6,93.0,49.0,Cooler,46.0,17.0
AC,25.12966155,67.89088000000001,0.35,25.65,95.0,53.0,No Change,32.0,4.0
AC,25.42730805,72.64931200000001,0.28,26.0,90.0,62.0,No Change,30.0,4.0
NV,29.44348435,74.049395,0.86,30.2,89.0,58.0,No Change,16.0,18.0
AC,25.850986,77.13069229999999,1.02,26.35,89.0,63.94191481,No Change,60.0,4.0
AC,24.10182595,65.3353073,0.11,25.5,90.0,63.0,Cooler,42.0,1.0
AC,25.6525,66.83991499999999,0.18,26.0,90.0,63.0,No Change,47.0,3.0
AC,24.59293785,72.04427785,0.09,26.0,93.0,53.0,Cooler,43.0,2.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,No Change,56.0,2.0
AC,26.22435675,78.84082000000001,0.53,27.35,83.0,73.0,Cooler,2.0,2.0
AC,28.02454665,70.03412209999999,0.45,29.3,90.0,59.0,No Change,37.0,4.0
AC,24.87424925,66.87863,0.02,25.55,90.0,64.0,Warmer,47.0,2.0
AC,24.63644505,69.00406269999999,0.03,25.65,91.0,56.0,No Change,35.0,1.0
AC,24.70157335,65.082545,0.09,25.65,89.0,61.0,No Change,11.0,1.0
AC,25.33767755,70.15342000000001,0.37,25.8,91.0,59.0,No Change,45.0,4.0
NV,27.65568925,80.4292079,0.44,28.75,88.0,63.70919532,No Change,11.0,18.0
AC,25.5681306,74.880505,0.18,26.3,90.0,59.0,No Change,57.0,3.0
NV,28.0564146,78.3970871,0.17,28.95,91.0,57.0,No Change,24.0,17.0
AC,24.6059084,61.2483838,0.12,25.75,90.0,55.0,No Change,50.0,1.0
AC,25.850986,77.13069229999999,1.02,26.35,89.0,63.94191481,No Change,59.0,4.0
NV,28.10838415,67.471385,0.37,28.7,93.0,46.0,No Change,47.0,19.0
NV,29.4187776,73.93766,0.37,30.2,91.0,58.0,Cooler,14.0,17.0
AC,25.9479208,64.8530197,0.1,27.35,90.0,53.0,No Change,50.0,1.0
AC,25.53432465,66.39678,1.02,26.15,89.0,57.0,No Change,51.0,4.0
NV,29.0910797,75.31185500000001,0.21,29.95,92.0,56.0,Cooler,32.0,19.0
AC,25.5164309,76.25019,0.87,26.0,88.61112419,59.0,No Change,39.0,4.0
NV,27.14934825,75.17565,0.48,28.05,87.0,62.0,No Change,49.0,18.0
NV,28.70394835,68.168415,0.25,29.4,93.0,48.0,No Change,43.0,17.0
AC,24.7689409,72.381058,0.08,26.05,93.0,53.0,No Change,46.0,2.0
AC,24.831316,72.60397735,0.17,25.950000000000003,92.0,56.0,No Change,28.0,2.0
AC,25.88930225,68.0987621,0.47,26.5,89.0,54.14254275,No Change,54.0,3.0
AC,25.77466775,74.94054,0.19,26.6,90.0,62.0,Cooler,55.0,2.0
AC,24.0906477,64.61978239999999,0.1,24.85,89.0,64.0,Cooler,45.0,2.0
AC,25.25968695,65.64346795,0.03,26.0,90.0,61.07691803,No Change,26.0,2.0
AC,24.010643,64.5948023,0.13,24.8,89.0,64.0,Warmer,47.0,2.0
NV,27.14934825,75.17565,0.48,28.05,87.0,62.0,No Change,53.0,18.0
AC,25.28754405,69.90267,0.34,25.85,91.0,58.0,No Change,29.0,3.0
NV,29.36279875,76.33971700000001,0.16,30.200000000000003,91.59080629,58.0,Cooler,42.0,18.0
AC,25.58442785,74.02203499999999,0.39,26.25,92.0,55.0,No Change,56.0,4.0
NV,27.28127195,75.60906,0.44,28.1,87.0,61.0,No Change,49.0,18.0
NV,26.64318375,77.81644,0.34,27.8,89.0,61.0,No Change,12.0,19.0
NV,28.65853345,67.14589000000001,0.69,29.45,93.0,47.0,Cooler,48.0,17.0
AC,25.338814,70.02283,1.07,25.75,91.0,59.70249316,Warmer,43.0,4.0
NV,27.5097694,71.02812499999999,1.15,28.35,92.0,55.0,No Change,57.0,19.0
AC,24.845932,71.195115,0.08,26.45,89.0,60.0,No Change,12.0,2.0
AC,24.8467121,73.885195,0.04,25.7,91.0,59.0,Cooler,25.0,1.0
NV,27.6999254,77.22011499999999,0.05,28.6,90.0,58.0,Cooler,30.0,16.0
NV,29.59664415,71.77473,0.76,30.35,92.0,53.0,No Change,57.0,18.0
AC,24.845932,71.195115,0.08,26.45,89.0,60.0,No Change,11.0,2.0
AC,25.57848805,69.79694,0.22,26.05,89.0,53.0,No Change,50.0,3.0
AC,25.44734,67.6346027,1.04,25.85,91.0,60.0,Warmer,43.0,4.0
NV,28.4141456,79.98768,0.05,29.5,89.0,64.0,No Change,11.0,16.0
NV,28.1956412,67.24078,0.11,28.8,93.0,46.0,Cooler,43.0,19.0
NV,29.56732295,71.854015,0.16,30.35,92.0,53.0,Cooler,56.0,18.0
NV,28.4141456,79.98768,0.05,29.5,89.0,64.0,Cooler,12.0,16.0
NV,29.53199105,76.24749215,0.03,30.3,94.0,55.41261049,Cooler,42.0,16.0
AC,24.19105095,60.3192787,0.71,24.6,83.0,73.0,No Change,1.0,4.0
AC,24.96351525,65.84551215,0.55,25.55,94.46680678,53.53319322,Warmer,32.0,4.0
AC,25.534716600000003,76.0189478,0.07,26.55,92.0,56.0,No Change,33.0,2.0
NV,29.51381805,76.483585,1.02,30.200000000000003,92.0,57.0,No Change,37.0,18.0
NV,29.79211235,71.031425,0.8,30.45,92.0,54.0,Cooler,59.0,18.0
AC,25.00824545,61.378465000000006,0.09,26.15,90.0,54.0,No Change,50.0,1.0
AC,25.4633837,67.5986099,0.38,25.700000000000003,91.0,55.0,Warmer,30.0,4.0
NV,29.476764,74.0503044,0.18,30.1,92.0,56.0,No Change,33.0,19.0
AC,25.1351478,64.30150735,0.33,25.700000000000003,89.92382406,60.07617594,Cooler,25.0,3.0
NV,27.966715800000003,78.61557795,0.7,28.85,88.0,65.0,No Change,1.0,18.0
AC,25.46557855,77.5171,0.09,26.05,89.0,63.0,No Change,57.0,2.0
AC,26.1032356,70.59358,0.6,26.35,90.0,55.0,No Change,17.0,4.0
AC,25.13580415,69.39619445,0.37,25.700000000000003,95.0,53.0,No Change,35.0,4.0
AC,25.5875284,70.96835999999999,0.23,26.2,89.0,52.0,No Change,50.0,4.0
NV,28.01011355,80.69563295,0.24,28.85,88.0,66.0,Cooler,7.0,17.0
NV,27.70735,77.43589205,1.12,28.55,87.0,66.0,No Change,2.0,19.0
AC,25.58443,72.9034225,0.61,26.3,89.0,52.86264799,Warmer,52.0,4.0
AC,25.0311899,71.0676473,0.05,26.05,91.0,57.0,No Change,32.0,1.0
AC,27.36964795,81.37462500000001,0.38,28.35,88.0,63.0,No Change,11.0,4.0
NV,28.3410711,66.894015,0.1,29.0,93.27948813,46.72051187,No Change,47.0,19.0
AC,25.27770045,73.98545,0.3,25.75,92.0,58.0,No Change,48.0,3.0
AC,25.2070389,67.25805,0.56,25.65,83.0,73.0,Warmer,3.0,1.0
NV,27.54382515,75.882295,0.44,28.4,86.40827744,67.0,Cooler,6.0,17.0
AC,25.5759325,75.253985,0.08,26.45,90.0,62.0,Cooler,58.0,2.0
AC,25.89784765,78.6051322,0.68,26.9,90.0,61.0,No Change,25.0,4.0
AC,25.7988139,63.931682,0.07,26.85,89.0,57.0,No Change,50.0,2.0
NV,29.53199105,76.24749215,0.03,30.3,94.0,55.41261049,Cooler,40.0,16.0
NV,28.3860197,74.00213,0.85,29.3,92.0,55.0,No Change,55.0,19.0
AC,25.5228548,81.233565,0.39,26.1,95.0,51.0,No Change,31.0,4.0
NV,27.74478435,80.34176,0.23,28.700000000000003,87.0,67.0,Cooler,9.0,17.0
AC,24.124245,62.071380000000005,0.09,24.9,89.0,62.0,No Change,23.0,2.0
NV,28.799171450000003,76.13997735,1.62,29.65,91.0,59.0,No Change,17.0,19.0
AC,25.52099035,67.15142700000001,0.25,25.9,90.69874187,61.0,No Change,43.0,3.0
AC,25.7184444,61.3057957,0.09,25.95,91.0,56.0,No Change,16.0,2.0
NV,28.3676427,74.870995,0.14,29.2,91.0,58.0,Cooler,29.0,17.0
AC,26.2560186,65.42827985,0.09,27.75,89.0,53.0,No Change,49.0,1.0
AC,25.6525,66.83991499999999,0.18,26.0,90.0,63.0,No Change,45.0,3.0
AC,25.7223743,67.601495,0.44,26.1,90.0,55.14502996,No Change,17.0,4.0
NV,29.80188655,70.9149377,0.77,30.45,92.0,54.0,Cooler,56.0,18.0
NV,29.37174225,76.40110795,0.75,30.200000000000003,92.0,58.0,No Change,37.0,18.0
AC,25.51420405,75.206395,0.17,26.05,89.0,59.0,Cooler,39.0,3.0
NV,27.29382705,75.76189,0.58,28.1,87.0,61.0,No Change,51.0,18.0
NV,29.32160185,75.236575,0.71,30.1,91.0,59.0,No Change,18.0,18.0
AC,24.8261671,70.32521215,0.11,25.55,93.0,54.0,No Change,31.0,2.0
AC,24.82069875,70.0346451,0.12,25.5,93.0,53.4558831,No Change,34.0,2.0
NV,25.42576315,72.90166500000001,0.07,26.35,87.0,63.0,Cooler,54.0,16.0
NV,28.3198684,78.718805,0.09,29.3,90.95943823,59.0,Cooler,19.0,16.0
NV,29.13755095,75.01255499999999,0.78,29.65,90.16488071,59.0,No Change,18.0,19.0
NV,27.6431484,76.4995576,1.1,28.5,87.0,67.0,Cooler,5.0,19.0
AC,24.68672655,64.7097428,0.03,25.5,87.0,64.0,No Change,20.0,2.0
AC,24.37159185,63.2592831,0.11,24.8,89.0,62.0,Cooler,22.0,2.0
AC,25.4883105,73.39035000000001,0.21,25.85,88.0,61.6148999,No Change,37.0,3.0
AC,26.1032356,70.59358,0.6,26.35,90.0,55.0,No Change,14.0,4.0
NV,27.16748335,71.1531128,0.09,27.35,93.0,50.71493106,Cooler,46.0,16.0
NV,27.8988188,73.252155,0.25,28.85,88.0,57.0,Cooler,53.0,17.0
NV,27.76193445,78.514075,0.25,28.7,87.0,65.0,No Change,4.0,18.0
AC,25.33085725,72.80657,0.74,25.85,91.0,58.0,No Change,47.0,4.0
AC,25.29846575,63.532636700000005,0.12,25.95,91.0,56.84953679,No Change,18.0,1.0
NV,28.3573275,73.97078295,1.03,29.0,90.0,57.0,No Change,29.0,19.0
AC,25.4722252,69.419885,0.55,26.15,87.0,65.0,No Change,22.0,4.0
NV,27.4584055,74.27718999999999,0.09,28.2,84.0,71.0,Cooler,4.0,17.0
AC,25.6877172,67.0559,0.12,26.0,90.0,63.0,No Change,46.0,3.0
NV,27.3503275,76.503075,0.72,28.25,87.0,62.0,No Change,49.0,18.0
NV,28.1659335,78.43466225,0.34,29.05,91.0,58.0,Warmer,36.0,16.0
NV,27.4778919,75.31259,0.34,28.25,86.0,68.0,Cooler,6.0,17.0
AC,23.8663406,65.07080500000001,0.13,25.3,90.0,62.0,Cooler,42.0,1.0
AC,26.02596,67.20779,0.56,26.450000000000003,90.0,60.0,No Change,39.0,4.0
AC,25.15946105,72.66568275,0.16,25.75,93.0,55.0,Warmer,32.0,2.0
AC,25.6716576,70.307565,0.16,26.95,89.0,54.14322106,Cooler,49.0,2.0
AC,26.47763395,67.844155,0.47,27.1,90.0,59.0,No Change,38.0,4.0
NV,28.86610715,75.04375289999999,0.3,29.85,90.0,59.0,Cooler,14.0,17.0
AC,24.79250525,67.83778,0.05,26.3,89.0,62.0,Cooler,38.0,1.0
AC,24.37159185,63.2592831,0.11,24.8,89.0,62.0,Cooler,19.0,2.0
NV,27.46960355,76.7434977,0.31,28.45,88.0,60.0,No Change,51.0,19.0
AC,25.12966155,67.89088000000001,0.35,25.65,95.0,53.0,Warmer,36.0,4.0
AC,24.70157335,65.082545,0.09,25.65,89.0,61.0,Cooler,12.0,1.0
NV,26.7819213,77.79821720000001,0.5,27.85,90.0,59.0,No Change,19.0,18.0
NV,25.6596031,69.50813725,0.38,26.1,91.0,54.89796923,No Change,27.0,18.0
NV,27.47914,74.836895,0.22,28.15,85.0,70.0,Cooler,6.0,17.0
AC,25.534716600000003,76.0189478,0.07,26.55,92.0,56.0,No Change,31.0,2.0
AC,25.2723955,67.95559499999999,0.2,26.3,90.0,59.39999654,No Change,41.0,3.0
AC,25.6627033,72.98564999999999,0.03,26.55,91.0,58.04668938,Cooler,58.0,2.0
AC,25.7595011,74.50539805,0.33,26.3,90.0,59.9479563,No Change,60.0,3.0
NV,27.4778919,75.31259,0.34,28.25,86.0,68.0,No Change,1.0,17.0
NV,29.7756462,71.74289305,0.13,30.4,92.0,55.0,Cooler,55.0,17.0
AC,25.0258357,68.469595,0.15,25.8,89.0,63.0,No Change,39.0,2.0
NV,29.80250835,76.51935,0.13,30.45,93.0,56.40988438,Cooler,41.0,16.0
AC,24.89887235,69.08858000000001,0.17,25.8,93.0,55.0,No Change,32.0,3.0
NV,29.07201785,73.97003555,0.06,30.05,92.0,56.0,Cooler,58.0,16.0
AC,24.52256165,66.73265075,0.09,25.1,87.0,64.0,No Change,20.0,2.0
AC,25.2951131,72.53571295,0.12,26.0,93.0,56.52934892,No Change,36.0,3.0
AC,25.5124197,67.26019755,0.08,26.7,89.0,61.0,No Change,11.0,2.0
AC,25.6355152,74.22913,0.74,26.25,92.0,56.0,No Change,58.0,4.0
NV,28.70465705,74.40958499999999,0.12,29.65,92.0,55.0,Cooler,58.0,16.0
AC,25.00824545,61.378465000000006,0.09,26.15,90.0,54.0,Warmer,52.0,1.0
AC,25.81166355,72.13758,0.04,26.950000000000003,83.0,73.0,Cooler,5.0,2.0
AC,25.1409359,72.33161,0.05,26.450000000000003,92.0,56.0,No Change,33.0,2.0
AC,25.31502245,74.973465,0.12,25.85,92.0,59.0,No Change,43.0,3.0
NV,25.49842095,71.5555226,0.32,26.5,89.0,62.0,No Change,23.0,18.0
AC,25.2760258,76.474795,0.03,26.15,93.0,58.0,No Change,33.0,2.0
NV,28.10838415,67.471385,0.37,28.7,93.0,46.0,Cooler,46.0,19.0
AC,25.50149345,73.650155,0.15,25.950000000000003,88.61356048,60.0,Cooler,41.0,3.0
AC,25.6685343,70.25001710000001,0.61,26.1,91.0,56.0,No Change,30.0,4.0
AC,24.7260895,62.652446,0.06,25.4,83.0,73.0,No Change,6.0,2.0
NV,25.57442,73.11616000000001,0.12,26.45,87.0,63.0,Cooler,53.0,16.0
AC,24.87424925,66.87863,0.02,25.55,90.0,64.0,Cooler,45.0,2.0
NV,27.5495987,71.271965,0.38,28.45,92.0,55.0,No Change,55.0,19.0
AC,25.22068785,63.52592,0.35,26.1,83.0,73.0,No Change,6.0,4.0
NV,28.70465705,74.40958499999999,0.12,29.65,92.0,55.0,Cooler,56.0,16.0
NV,29.344909450000003,75.87390255,0.71,30.200000000000003,91.0,58.0,Cooler,41.0,18.0
AC,24.7689409,72.381058,0.08,26.05,93.0,53.0,Cooler,43.0,2.0
NV,28.1659335,78.43466225,0.34,29.05,91.0,58.0,No Change,33.0,16.0
AC,25.5200795,61.2473545,0.08,25.75,91.0,56.0,No Change,17.0,2.0
AC,24.62115765,61.1168556,0.08,25.75,83.0,73.0,Cooler,5.0,2.0
AC,25.5124197,67.26019755,0.08,26.7,89.0,61.0,Cooler,8.0,2.0
AC,27.36964795,81.37462500000001,0.38,28.35,88.0,63.0,No Change,12.0,4.0
AC,24.6161051,72.3999378,0.03,25.35,87.0,65.0592637,Cooler,19.0,1.0
NV,27.72992225,77.1736231,0.08,28.6,90.0,58.0,Cooler,25.0,16.0
AC,25.88930225,68.0987621,0.47,26.5,89.0,54.14254275,No Change,52.0,3.0
AC,25.0134188,65.78278499999999,0.39,25.55,95.0,53.0,No Change,34.0,4.0
AC,25.4655695,71.05427775,0.07,26.15,89.0,62.60895939,No Change,37.0,2.0
NV,27.3566046,76.582235,0.56,28.25,87.17629594,62.0,No Change,51.0,18.0
AC,25.8863735,72.66152,0.03,26.9,91.0,57.0,Cooler,59.0,2.0
NV,27.72413065,75.60469434999999,0.11,28.65,88.83321587,58.0,Cooler,53.0,17.0
AC,26.0074838,73.20605499999999,0.9,26.75,91.0,57.0,No Change,59.0,4.0
NV,28.16462815,80.59476,0.05,29.25,88.0,66.0,Cooler,8.0,16.0
NV,29.476764,74.0503044,0.18,30.1,92.0,56.0,No Change,32.0,19.0
AC,25.7211838,76.17645805000001,0.03,27.25,83.0,73.0,Cooler,3.0,2.0
NV,26.755024,75.47792000000001,0.1,27.9,87.0,62.0,Cooler,49.0,16.0
AC,24.67073155,62.3186722,0.95,25.55,83.0,73.0,No Change,4.0,4.0
AC,25.24030155,67.368,0.56,25.65,91.0,54.0,Warmer,30.0,4.0
AC,24.7381439,64.09495,0.01,25.6,92.0,54.0,Cooler,59.0,1.0
NV,29.06328105,75.38085000000001,0.47,29.95,92.0,56.0,No Change,33.0,19.0
AC,25.964097950000003,79.176118,0.91,27.0,90.0,61.0,No Change,27.0,4.0
AC,25.6314656,67.09447,0.44,26.0,90.0,62.69769353,No Change,43.0,3.0
AC,25.35836505,68.70704,0.39,25.75,91.0,60.0,Warmer,43.0,4.0
AC,25.32947065,67.46198695000001,0.3,25.75,91.0,56.09573812,No Change,30.0,3.0
AC,25.824812,64.92693804999999,0.05,26.9,89.0,57.0,Cooler,53.0,2.0
NV,27.8988188,73.252155,0.25,28.85,88.0,57.0,No Change,50.0,17.0
AC,25.3410873,69.761645,0.68,25.75,91.0,60.0,No Change,47.0,4.0
AC,24.9865618,62.1965561,0.08,25.85,89.0,62.0,Cooler,25.0,3.0
AC,24.8630124,66.83332275000001,0.14,26.3,90.0,61.0,No Change,39.0,2.0
NV,28.63204125,66.743405,0.83,29.35,93.72225186,47.0,Cooler,48.0,18.0
NV,29.13082025,75.48105,1.33,30.0,91.0,58.0,Cooler,42.0,19.0
AC,25.88930225,68.0987621,0.47,26.5,89.0,54.14254275,No Change,50.0,3.0
AC,25.5196123,75.53583725,0.87,26.0,89.0,59.0,No Change,39.0,4.0
NV,28.84089085,76.13239215,0.03,29.9,92.0,56.0,Cooler,34.0,17.0
NV,28.8006992,74.818985,0.13,29.6,94.0,55.0,Cooler,37.0,17.0
AC,25.6225691,72.066778,0.08,26.5,83.0,73.0,Cooler,5.0,1.0
AC,25.5394034,66.983765,0.25,25.9,91.0,61.0,No Change,47.0,3.0
AC,26.01383785,75.09908,1.04,26.35,87.94166808,64.0,No Change,57.0,4.0
AC,24.93968485,70.17235,0.1,26.4,89.0,60.0,Cooler,9.0,2.0
NV,29.53199105,76.24749215,0.03,30.3,94.0,55.41261049,Cooler,39.0,16.0
AC,25.692997,72.00558000000001,0.12,26.6,83.0,73.0,Warmer,3.0,2.0
AC,24.59179495,63.6278339,0.05,25.8,92.0,53.0,Cooler,55.0,1.0
AC,26.0074838,73.20605499999999,0.9,26.75,91.0,57.0,Cooler,57.0,4.0
NV,28.94593045,77.552885,0.04,29.65,90.0,63.0,Cooler,23.0,16.0
