Mode,Indoor Temp,Indoor Humidity,Air Velocity,Globe Temperature,Outdoor Temp,Outdoor Humidity,Thermal Preference,User Id,Condition
AC,25.89058305,64.3954521,0.17,26.950000000000003,89.0,55.0,No Change,54.0,2.0
AC,24.0906477,64.61978239999999,0.1,24.85,89.0,64.0,No Change,46.0,2.0
NV,27.53707505,78.5155,0.47,28.4,90.0,61.0,No Change,35.0,18.0
AC,27.73055375,68.3111672,0.79,29.0,90.0,59.40369324,No Change,41.0,4.0
AC,24.59179495,63.6278339,0.05,25.8,92.0,53.0,No Change,59.0,1.0
NV,27.5875864,79.860165,0.23,28.7,91.0,59.0,Cooler,24.0,17.0
AC,25.3408642,73.3027723,0.14,26.6,89.0,61.0,Cooler,41.0,2.0
AC,26.4143038,63.468410000000006,0.73,27.05,91.0,55.0,No Change,14.0,4.0
AC,25.24460985,68.254955,0.09,26.15,90.0,60.0,No Change,42.0,3.0
NV,29.0374832,75.75785,0.51,29.85,90.0,58.40393321,Cooler,39.0,19.0
NV,29.736228,71.6406024,0.21,30.4,92.0,54.0,Cooler,58.0,17.0
AC,25.5681306,74.880505,0.18,26.3,90.0,59.0,Cooler,58.0,3.0
NV,27.89164355,80.28480775,0.26,28.75,87.0,67.0,Cooler,9.0,17.0
AC,25.5167483,76.30568285000001,0.81,26.0,89.0,59.0,No Change,37.0,4.0
AC,25.4045832,75.05785499999999,0.12,26.5,89.60338924,61.0,No Change,37.0,2.0
AC,24.8110323,70.94870755,0.15,26.45,89.0,60.0,Cooler,12.0,2.0
AC,25.5681306,74.880505,0.18,26.3,90.0,59.0,No Change,55.0,3.0
NV,27.3566046,76.582235,0.56,28.25,87.17629594,62.0,No Change,54.0,18.0
AC,25.99755285,75.6160202,0.42,26.45,87.0,64.0,No Change,55.0,4.0
AC,25.24030155,67.368,0.56,25.65,91.0,54.0,Cooler,25.0,4.0
AC,26.2560186,65.42827985,0.09,27.75,89.0,53.0,No Change,54.0,1.0
AC,25.21854405,67.45137245000001,0.19,25.55,91.0,54.0,No Change,28.0,4.0
AC,25.4883105,73.39035000000001,0.21,25.85,88.0,61.6148999,No Change,38.0,3.0
AC,24.60107615,63.119497550000006,0.08,25.25,83.0,73.0,No Change,1.0,2.0
NV,28.91536045,77.2558899,0.07,29.65,90.0,62.0,Cooler,19.0,16.0
AC,25.4624636,64.32089210000001,0.79,26.3,89.0,58.0,No Change,53.0,4.0
AC,24.6038218,63.8849528,0.3,25.25,90.0,62.0,No Change,23.0,4.0
AC,25.6025772,66.32347,0.26,26.35,89.0,58.0,No Change,50.0,3.0
AC,25.198411,67.88993500000001,0.12,26.65,89.0,60.0,Cooler,7.0,2.0
NV,25.54950615,70.42307,0.03,25.950000000000003,93.0,52.0,Cooler,46.0,16.0
AC,25.34310915,74.37012730000001,0.07,26.4,90.0,61.0,Cooler,39.0,2.0
NV,28.35708,73.904775,1.6,29.0,90.0,57.0,Cooler,30.0,19.0
AC,25.6745028,71.833585,0.68,26.15,89.0,61.0,No Change,42.0,4.0
AC,25.55190235,65.99576,0.06,26.25,90.0,60.0,Cooler,30.0,2.0
AC,25.1351478,64.30150735,0.33,25.700000000000003,89.92382406,60.07617594,No Change,26.0,3.0
NV,28.8109045,76.120485,0.88,29.65,91.0,58.16351379,No Change,14.0,19.0
AC,25.4416881,81.129065,0.72,26.1,95.0,51.46150004,Warmer,36.0,4.0
AC,25.6525,66.83991499999999,0.18,26.0,90.0,63.0,No Change,48.0,3.0
AC,28.02454665,70.03412209999999,0.45,29.3,90.0,59.0,Cooler,40.0,4.0
NV,27.89164355,80.28480775,0.26,28.75,87.0,67.0,No Change,10.0,17.0
NV,27.14934825,75.17565,0.48,28.05,87.0,62.0,No Change,52.0,18.0
AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,No Change,11.0,2.0
AC,26.4589215,67.20384,0.73,26.9,91.0,56.0,Warmer,18.0,4.0
AC,25.6355152,74.22913,0.74,26.25,92.0,56.0,Warmer,60.0,4.0
AC,25.6632469,76.27038,0.44,26.25,90.0,58.0,Cooler,56.0,3.0
AC,25.30698555,76.34046294999999,0.34,25.85,91.0,60.0,No Change,43.0,4.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,No Change,55.0,2.0
AC,25.6545267,77.72161,0.48,26.15,89.0,63.0,No Change,58.0,4.0
AC,25.16606845,67.43979,0.82,25.75,90.0,61.09088959,No Change,29.0,4.0
NV,29.1148081,74.52970235000001,0.46,30.05,90.83813265,59.0,Cooler,17.0,17.0
NV,28.1482096,74.46728745,0.25,29.05,90.0,57.86501955,Cooler,26.0,17.0
NV,27.8754944,78.7121529,1.0,28.8,88.0,65.0,No Change,4.0,18.0
AC,25.58609665,72.91242,0.69,26.25,89.0,52.0,No Change,50.0,4.0
NV,25.86277155,67.22079500000001,0.84,26.15,89.45417428,62.54582572,No Change,35.0,18.0
NV,27.5097694,71.02812499999999,1.15,28.35,92.0,55.0,No Change,56.0,19.0
NV,27.65568925,80.4292079,0.44,28.75,88.0,63.70919532,Cooler,10.0,18.0
AC,25.88930225,68.0987621,0.47,26.5,89.0,54.14254275,No Change,49.0,3.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,No Change,59.0,2.0
NV,26.7251539,74.8342,0.77,27.65,90.0,63.0,No Change,35.0,18.0
AC,25.56912805,74.659505,0.79,26.0,89.0,60.0,Cooler,40.0,4.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,Cooler,60.0,2.0
NV,29.13755095,75.01255499999999,0.78,29.65,90.16488071,59.0,No Change,14.0,19.0
AC,25.8863735,72.66152,0.03,26.9,91.0,57.0,No Change,60.0,2.0
NV,28.8937397,74.84340695,0.53,29.85,90.0,59.0,No Change,16.0,17.0
AC,25.3101883,68.550695,0.73,25.950000000000003,88.0,63.94702991,Warmer,22.0,4.0
AC,25.14501855,71.93512,0.66,25.75,94.0,53.0,No Change,31.0,4.0
NV,28.2101202,78.130925,0.37,29.15,91.0,58.0,Cooler,24.0,17.0
AC,25.82350215,73.0244429,0.3,26.4,90.0,60.0,No Change,58.0,3.0
NV,29.3854444,74.40034485000001,0.84,30.15,91.0,58.0,Cooler,17.0,18.0
AC,25.75917055,75.22926000000001,0.25,26.6,90.0,61.05437018,No Change,60.0,2.0
AC,25.8022413,73.48357010000001,0.15,26.35,93.0,54.0,No Change,36.0,2.0
AC,25.12643815,67.32656785,0.47,26.1,89.0,61.0,Cooler,7.0,4.0
AC,24.8560788,66.926475,0.67,25.5,89.0,63.0,No Change,24.0,4.0
NV,27.47764205,75.38158,0.4,28.25,86.0,68.0,No Change,2.0,17.0
AC,28.0483072,75.18605,1.06,28.9,91.0,55.0,No Change,17.0,4.0
NV,28.23171805,79.634805,0.79,29.200000000000003,90.0,60.0,No Change,23.0,19.0
AC,25.2204294,69.73222255,0.17,26.35,89.0,61.0,No Change,10.0,1.0
AC,25.5679827,65.013785,0.45,26.4,89.0,58.0,Cooler,53.0,3.0
AC,24.942033350000003,67.68392700000001,0.05,25.9,86.94512065,64.0,Cooler,19.0,2.0
NV,27.18658355,74.37285785,0.08,28.0,83.0,72.59119921,Cooler,4.0,16.0
AC,25.066245,64.676905,0.72,25.35,89.0,61.0,Cooler,7.0,4.0
NV,29.28249265,75.3105,0.56,30.1,91.0,58.0,Cooler,40.0,19.0
AC,26.2560186,65.42827985,0.09,27.75,89.0,53.0,Cooler,53.0,1.0
AC,24.87101935,68.94964,0.2,26.0,83.0,73.0,Cooler,6.0,1.0
NV,28.21619415,79.23662235,1.0,29.15,91.0,59.0,Cooler,22.0,19.0
NV,29.0374832,75.75785,0.51,29.85,90.0,58.40393321,No Change,37.0,19.0
AC,26.4143038,63.468410000000006,0.73,27.05,91.0,55.0,Warmer,16.0,4.0
AC,25.7184444,61.3057957,0.09,25.95,91.0,56.0,No Change,14.0,2.0
NV,29.3690672,74.16417,0.4,30.0,92.0,55.45385725,No Change,33.0,19.0
AC,24.8117132,61.63976285,0.72,25.65,83.0,73.0,No Change,1.0,4.0
AC,25.6355152,74.22913,0.74,26.25,92.0,56.0,No Change,57.0,4.0
AC,25.89085005,64.568505,0.15,26.950000000000003,89.0,55.0,Cooler,53.0,2.0
NV,29.3854444,74.40034485000001,0.84,30.15,91.0,58.0,No Change,18.0,18.0
AC,25.5679827,65.013785,0.45,26.4,89.0,58.0,No Change,49.0,3.0
NV,27.07351905,79.363115,0.36,28.1,88.0,62.0,No Change,11.0,19.0
AC,24.61979865,69.36933,0.16,25.8,91.0,55.0,No Change,29.0,2.0
NV,27.832695,68.15968000000001,0.06,28.200000000000003,93.0,47.0,Cooler,46.0,16.0
AC,25.77627795,82.95664500000001,0.2,26.450000000000003,94.46253801,51.0,Cooler,34.0,4.0
NV,26.17634105,75.302123,0.3,27.200000000000003,88.05192723,61.94807277,No Change,20.0,18.0
AC,25.0463774,67.89810499999999,0.06,25.75,90.0,60.0,No Change,28.0,1.0
AC,25.83666515,69.80744999999999,0.59,26.55,88.0,63.0,Cooler,9.0,4.0
NV,25.5737448,72.50533,0.27,26.6,89.0,61.94915638,No Change,24.0,18.0
NV,28.9411497,75.699615,0.7,29.65,89.3286939,58.83565305,No Change,16.0,19.0
NV,25.76368235,66.97658229999999,0.04,26.6,82.0,76.0,No Change,1.0,16.0
AC,25.58443,72.9034225,0.61,26.3,89.0,52.86264799,No Change,51.0,4.0
AC,24.4892044,69.46825215,0.1,25.5,89.0,64.0,Cooler,43.0,1.0
NV,29.07201785,73.97003555,0.06,30.05,92.0,56.0,Cooler,55.0,16.0
NV,28.97388325,75.5851074,0.36,29.65,89.0,59.0,No Change,14.0,19.0
AC,25.18851875,67.75354775,0.17,26.15,90.0,60.0,No Change,41.0,3.0
AC,25.81841555,77.31880000000001,1.04,26.3,89.0,63.05670321,No Change,56.0,4.0
NV,26.64318375,77.81644,0.34,27.8,89.0,61.0,Cooler,7.0,19.0
AC,25.6025772,66.32347,0.26,26.35,89.0,58.0,No Change,52.0,3.0
NV,28.5828416,65.73397,0.54,29.35,93.0,44.0,No Change,47.0,18.0
AC,25.5054302,76.210595,0.07,26.5,92.0,56.0,No Change,36.0,2.0
AC,24.00280475,65.52833275,0.09,25.5,90.0,63.0,No Change,41.0,1.0
AC,25.674645,75.8780078,0.22,26.2,90.0,59.0,No Change,58.0,3.0
AC,25.58443,72.9034225,0.61,26.3,89.0,52.86264799,No Change,54.0,4.0
NV,28.89999675,75.0561,0.08,29.8,94.0,55.0,Cooler,41.0,17.0
AC,24.7888558,66.630715,0.05,25.6,94.0,54.0,No Change,33.0,3.0
AC,24.87424925,66.87863,0.02,25.55,90.0,64.0,Cooler,48.0,2.0
AC,25.5805779,71.40130694999999,0.13,26.1,89.0,63.0,No Change,39.0,2.0
AC,25.4374294,69.43149,0.37,25.95,87.0,64.0,Warmer,24.0,4.0
AC,25.173296,70.359755,0.04,26.3,83.0,73.0,Cooler,5.0,1.0
NV,25.57442,73.11616000000001,0.12,26.45,87.0,63.0,Cooler,52.0,16.0
AC,25.82515905,70.769335,0.16,27.0,89.0,55.0,No Change,51.0,2.0
AC,25.66527555,75.88525,0.09,27.2,83.0,73.0,Cooler,1.0,2.0
NV,28.13394355,74.02672999999999,0.06,29.05,90.0,56.0,Cooler,30.0,17.0
AC,25.50149345,73.650155,0.15,25.950000000000003,88.61356048,60.0,Cooler,40.0,3.0
AC,24.50745225,63.892345,0.03,25.6,92.0,54.03616543,No Change,57.0,1.0
AC,24.97546195,67.8532773,0.03,25.700000000000003,89.0,63.0,Cooler,40.0,2.0
NV,29.45972285,73.77513705,0.55,30.3,91.0,59.0,Cooler,16.0,17.0
NV,26.98065565,77.210965,0.34,27.95,90.0,58.0,No Change,28.0,18.0
NV,27.9159422,73.092015,0.18,28.85,88.0,57.0,Cooler,49.0,17.0
AC,24.8467121,73.885195,0.04,25.7,91.0,59.0,No Change,26.0,1.0
NV,28.126397150000003,72.15378,0.24,29.0,88.0,56.0,Cooler,49.0,17.0
AC,24.61347865,57.8233537,0.03,25.6,83.0,73.0,No Change,4.0,2.0
AC,25.5200795,61.2473545,0.08,25.75,91.0,56.0,No Change,16.0,2.0
NV,28.81309225,76.218905,0.06,29.85,91.55190343,56.0,Cooler,31.0,17.0
AC,23.61478235,66.9452071,0.12,24.9,89.0,64.0,Cooler,43.0,1.0
AC,25.2070389,67.25805,0.56,25.65,83.0,73.0,No Change,6.0,4.0
NV,26.43474005,73.87907725,0.03,27.35,86.0,63.0,Cooler,53.0,16.0
AC,25.51999855,68.14429,0.22,26.3,90.0,60.0,No Change,39.0,3.0
AC,24.942033350000003,67.68392700000001,0.05,25.9,86.94512065,64.0,No Change,24.0,2.0
NV,29.13755095,75.01255499999999,0.78,29.65,90.16488071,59.0,Cooler,17.0,19.0
AC,25.53478625,66.65420225,0.05,26.6,88.14702575,58.0,No Change,50.0,2.0
AC,24.4298935,69.933345,0.54,25.25,83.0,73.0,No Change,6.0,4.0
AC,25.2427835,72.64668785,0.17,25.75,93.0,55.0,No Change,36.0,2.0
NV,28.4141456,79.98768,0.05,29.5,89.0,64.0,Cooler,8.0,16.0
AC,25.6104712,60.81998,0.15,26.05,89.0,63.0,No Change,28.0,3.0
AC,25.5124197,67.26019755,0.08,26.7,89.0,61.0,Cooler,10.0,2.0
NV,27.73088355,78.3376924,0.26,28.55,87.0,66.0,No Change,2.0,19.0
AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,Cooler,8.0,2.0
NV,28.1159983,74.05206305,0.14,28.9,90.0,56.0,Cooler,27.0,17.0
AC,25.8863735,72.66152,0.03,26.9,91.0,57.0,Cooler,58.0,2.0
NV,27.9054041,78.54395740000001,0.38,28.9,91.0,58.0,No Change,33.0,16.0
NV,29.7398109,71.5426121,0.31,30.4,92.0,54.0,Cooler,59.0,17.0
NV,27.60314385,76.169565,0.32,28.55,88.0,59.0,No Change,49.0,19.0
AC,27.60513115,79.99469500000001,0.38,28.25,93.0,55.0,No Change,36.0,3.0
NV,27.70735,77.43589205,1.12,28.55,87.0,66.0,No Change,3.0,19.0
NV,26.5736992,73.05947499999999,0.05,27.4,82.0,76.0,Cooler,1.0,16.0
AC,24.6267538,64.140635,0.36,25.25,90.0,62.0,No Change,22.0,4.0
NV,27.9660015,72.60140000000001,0.09,28.95,88.0,57.0,No Change,50.0,17.0
AC,25.57991885,66.15097895,0.09,26.15,91.0,57.0,No Change,17.0,1.0
AC,25.441961300000003,77.48910795,0.07,26.1,89.0,62.94420483,Cooler,55.0,2.0
NV,28.6000843,77.07266,0.04,29.6,91.0,59.0,Cooler,24.0,16.0
AC,25.441961300000003,77.48910795,0.07,26.1,89.0,62.94420483,Cooler,56.0,2.0
NV,28.1517763,74.60062260000001,0.27,29.1,90.0,58.0,Cooler,25.0,17.0
AC,28.02454665,70.03412209999999,0.45,29.3,90.0,59.0,No Change,38.0,4.0
NV,28.58662635,65.6599693,0.87,29.35,93.0,44.27907385,Cooler,46.0,18.0
AC,25.78303335,82.74889,0.78,26.450000000000003,95.0,51.0,Warmer,36.0,4.0
NV,27.72413065,75.60469434999999,0.11,28.65,88.83321587,58.0,Cooler,51.0,17.0
AC,25.227901600000003,67.360408,0.66,25.65,91.0,54.0,No Change,29.0,4.0
NV,27.16748335,71.1531128,0.09,27.35,93.0,50.71493106,Cooler,45.0,16.0
AC,24.8937378,61.228090300000005,0.84,25.700000000000003,83.0,73.0,No Change,6.0,4.0
AC,25.24077895,71.06231,0.07,26.4,83.0,73.0,No Change,2.0,1.0
NV,29.1448517,74.22372195,0.1,29.9,90.0,59.0,Cooler,15.0,16.0
NV,29.2706776,74.21861,0.1,30.0,90.0,59.0,Cooler,17.0,16.0
NV,26.3269892,76.14605789999999,0.38,27.35,89.0,61.0,No Change,22.0,18.0
AC,26.16298215,65.64681999999999,0.08,27.6,89.0,53.0,Cooler,51.0,1.0
NV,28.21487115,80.53101,0.09,29.1,88.0,66.0,Cooler,9.0,16.0
NV,25.76368235,66.97658229999999,0.04,26.6,82.0,76.0,No Change,2.0,16.0
AC,24.831316,72.60397735,0.17,25.950000000000003,92.0,56.0,Cooler,27.0,2.0
AC,24.61979865,69.36933,0.16,25.8,91.0,55.0,No Change,30.0,2.0
AC,29.26936685,75.98696000000001,0.42,30.1,91.0,58.0,No Change,15.0,4.0
NV,27.53707505,78.5155,0.47,28.4,90.0,61.0,No Change,34.0,18.0
NV,28.47183115,66.45309,0.88,29.25,93.0,46.0,Cooler,43.0,18.0
AC,25.2070389,67.25805,0.56,25.65,83.0,73.0,No Change,3.0,4.0
AC,25.0224695,62.74987635,0.81,25.0,89.0,62.0,Warmer,12.0,4.0
AC,24.90279865,68.55191805000001,0.16,26.4,89.0,62.0,No Change,39.0,1.0
AC,24.7888558,66.630715,0.05,25.6,94.0,54.0,No Change,36.0,3.0
NV,28.22226865,79.94888,0.56,29.1,91.0,60.0,No Change,23.0,19.0
AC,25.69550105,75.77646715,0.33,26.25,90.0,58.0,No Change,58.0,3.0
AC,25.3866665,67.38667774999999,0.1,25.8,91.0,56.19074627,No Change,28.0,3.0
AC,28.02454665,70.03412209999999,0.45,29.3,90.0,59.0,No Change,39.0,4.0
AC,25.5269273,75.17724000000001,0.05,26.45,90.0,62.94535887,No Change,57.0,2.0
AC,25.2427835,72.64668785,0.17,25.75,93.0,55.0,No Change,33.0,2.0
NV,27.6698885,80.306255,0.83,28.75,88.0,63.28844468,Cooler,7.0,18.0
AC,25.2760258,76.474795,0.03,26.15,93.0,58.0,No Change,31.0,2.0
AC,25.6545267,77.72161,0.48,26.15,89.0,63.0,No Change,60.0,4.0
AC,25.28754405,69.90267,0.34,25.85,91.0,58.0,Cooler,25.0,3.0
NV,28.6000843,77.07266,0.04,29.6,91.0,59.0,Cooler,20.0,16.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,Cooler,58.0,2.0
AC,24.733455,69.976585,0.15,26.4,90.0,60.0,Cooler,40.0,2.0
AC,25.4852362,72.59637000000001,0.6,26.05,89.0,52.0,No Change,51.0,4.0
AC,24.63644505,69.00406269999999,0.03,25.65,91.0,56.0,Cooler,34.0,1.0
AC,24.8560788,66.926475,0.67,25.5,89.0,63.0,No Change,22.0,4.0
NV,27.98451805,80.74121305,0.19,28.8,87.28795519,66.0,No Change,10.0,17.0
NV,27.5804081,79.19251285,0.26,28.5,91.0,61.0,Cooler,32.0,18.0
NV,29.51381805,76.483585,1.02,30.200000000000003,92.0,57.0,Cooler,42.0,18.0
AC,24.37329,57.3987461,0.89,24.75,83.0,73.0,No Change,4.0,4.0
AC,25.24077895,71.06231,0.07,26.4,83.0,73.0,Cooler,1.0,1.0
AC,25.198411,67.88993500000001,0.12,26.65,89.0,60.0,Cooler,9.0,2.0
NV,27.752233500000003,80.19243205000001,0.27,28.700000000000003,87.0,67.0,Cooler,7.0,17.0
AC,25.12966155,67.89088000000001,0.35,25.65,95.0,53.0,No Change,31.0,4.0
AC,23.61478235,66.9452071,0.12,24.9,89.0,64.0,Warmer,48.0,1.0
AC,25.52099035,67.15142700000001,0.25,25.9,90.69874187,61.0,No Change,45.0,3.0
NV,29.2706776,74.21861,0.1,30.0,90.0,59.0,Cooler,16.0,16.0
AC,24.9448845,69.454532,0.12,25.700000000000003,91.0,60.0,No Change,27.0,1.0
AC,27.60513115,79.99469500000001,0.38,28.25,93.0,55.0,No Change,33.0,3.0
AC,25.37465,67.46411515,0.02,26.65,89.0,61.0,Cooler,9.0,2.0
NV,27.3063831,75.91471695,0.57,28.2,87.0,61.0,No Change,53.0,18.0
AC,25.06077385,64.436025,0.49,25.3,89.0,61.7109739,Warmer,11.0,4.0
NV,29.0910797,75.31185500000001,0.21,29.95,92.0,56.0,Cooler,34.0,19.0
NV,29.71229365,76.92506,0.59,30.35,93.0,57.0,Cooler,41.0,18.0
AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,Cooler,7.0,2.0
NV,29.80188655,70.9149377,0.77,30.45,92.0,54.0,Cooler,57.0,18.0
NV,28.21487115,80.53101,0.09,29.1,88.0,66.0,Cooler,12.0,16.0
NV,29.79211235,71.031425,0.8,30.45,92.0,54.0,Cooler,55.0,18.0
AC,25.6025772,66.32347,0.26,26.35,89.0,58.0,No Change,53.0,3.0
NV,29.15743545,74.25272,0.07,29.9,90.0,59.0,Cooler,17.0,16.0
AC,25.8211603,74.097715,0.14,26.6,90.0,61.94612936,Cooler,56.0,2.0
NV,29.70415215,71.47286,0.41,30.35,92.0,54.0,No Change,55.0,18.0
AC,25.0625372,69.8457,0.06,26.15,89.0,62.0,Cooler,40.0,2.0
AC,25.51420405,75.206395,0.17,26.05,89.0,59.0,Cooler,40.0,3.0
AC,24.4892044,69.46825215,0.1,25.5,89.0,64.0,Cooler,46.0,1.0
NV,28.523658750000003,77.92713805,0.02,29.65,91.0,58.0,Cooler,34.0,17.0
NV,27.5875864,79.860165,0.23,28.7,91.0,59.0,Cooler,23.0,17.0
NV,27.16748335,71.1531128,0.09,27.35,93.0,50.71493106,Warmer,47.0,16.0
AC,25.13242055,65.085475,0.22,25.75,90.0,60.0,Cooler,29.0,3.0
AC,25.42826365,67.9406524,0.38,25.85,91.0,57.09444568,No Change,26.0,3.0
NV,27.71040535,79.386945,1.23,28.65,91.0,61.0,Warmer,32.0,16.0
AC,26.02596,67.20779,0.56,26.450000000000003,90.0,60.0,No Change,42.0,4.0
NV,26.48625645,74.276335,0.34,27.45,91.0,56.79489786,No Change,28.0,18.0
NV,28.86868955,76.02139,0.04,29.85,92.0,56.0,Cooler,32.0,17.0
AC,25.2350195,67.90704500000001,0.09,26.15,90.0,60.0,Cooler,38.0,3.0
AC,25.33085725,72.80657,0.74,25.85,91.0,58.0,Warmer,46.0,4.0
AC,25.9429913,72.502625,0.08,26.9,91.0,57.0,No Change,56.0,2.0
AC,25.6408987,66.22472214999999,0.03,26.35,90.0,61.0,No Change,26.0,2.0
AC,25.14348315,71.3987877,0.73,25.75,94.0,53.0,No Change,33.0,4.0
AC,25.06077385,64.436025,0.49,25.3,89.0,61.7109739,Cooler,8.0,4.0
AC,24.831316,72.60397735,0.17,25.950000000000003,92.0,56.0,Cooler,30.0,2.0
NV,29.8114805,71.02696499999999,0.15,30.5,92.0,54.0,Cooler,58.0,17.0
AC,25.35836505,68.70704,0.39,25.75,91.0,60.0,No Change,45.0,4.0
AC,25.4852362,72.59637000000001,0.6,26.05,89.0,52.0,Warmer,54.0,4.0
AC,24.8630124,66.83332275000001,0.14,26.3,90.0,61.0,No Change,37.0,2.0
AC,25.850986,77.13069229999999,1.02,26.35,89.0,63.94191481,No Change,57.0,4.0
AC,25.5679827,65.013785,0.45,26.4,89.0,58.0,No Change,54.0,3.0
NV,26.52745625,74.61818790000001,0.28,27.55,91.0,57.0,No Change,29.0,18.0
NV,29.7756462,71.74289305,0.13,30.4,92.0,55.0,Cooler,58.0,17.0
AC,25.5875284,70.96835999999999,0.23,26.2,89.0,52.0,No Change,53.0,4.0
NV,27.108918950000003,74.65289,0.03,27.9,82.0,74.0,No Change,2.0,16.0
AC,25.22068785,63.52592,0.35,26.1,83.0,73.0,No Change,1.0,4.0
NV,29.736228,71.6406024,0.21,30.4,92.0,54.0,Cooler,56.0,17.0
NV,28.1659335,78.43466225,0.34,29.05,91.0,58.0,No Change,31.0,16.0
AC,25.74301335,73.34111730000001,0.86,26.25,91.0,57.0,Warmer,60.0,4.0
AC,25.89085005,64.568505,0.15,26.950000000000003,89.0,55.0,Cooler,51.0,2.0
AC,26.4143038,63.468410000000006,0.73,27.05,91.0,55.0,No Change,17.0,4.0
AC,24.97546195,67.8532773,0.03,25.700000000000003,89.0,63.0,No Change,41.0,2.0
AC,25.534716600000003,76.0189478,0.07,26.55,92.0,56.0,Cooler,34.0,2.0
AC,25.17936745,67.80286000000001,0.58,25.75,90.0,62.0,No Change,26.0,4.0
NV,28.1936712,74.08189,0.49,28.85,90.0,57.0,No Change,26.0,19.0
AC,25.82515905,70.769335,0.16,27.0,89.0,55.0,No Change,52.0,2.0
NV,28.1517763,74.60062260000001,0.27,29.1,90.0,58.0,Cooler,29.0,17.0
AC,25.6716576,70.307565,0.16,26.95,89.0,54.14322106,No Change,50.0,2.0
NV,29.71229365,76.92506,0.59,30.35,93.0,57.0,Cooler,39.0,18.0
AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,Cooler,12.0,2.0
NV,28.07866765,73.87162755,1.03,28.85,90.0,56.0,No Change,26.0,19.0
AC,24.77680445,68.98632,0.13,25.8,91.0,55.0,Cooler,25.0,2.0
AC,25.0224695,62.74987635,0.81,25.0,89.0,62.0,No Change,10.0,4.0
NV,28.07866765,73.87162755,1.03,28.85,90.0,56.0,No Change,25.0,19.0
AC,25.6716576,70.307565,0.16,26.95,89.0,54.14322106,No Change,51.0,2.0
AC,24.90279865,68.55191805000001,0.16,26.4,89.0,62.0,Cooler,42.0,1.0
AC,25.5416238,75.004025,1.11,26.0,89.0,59.61059947,No Change,41.0,4.0
NV,26.7251539,74.8342,0.77,27.65,90.0,63.0,No Change,33.0,18.0
AC,25.2967,61.861315000000005,0.24,25.9,89.0,57.0,No Change,51.0,4.0
AC,25.14501855,71.93512,0.66,25.75,94.0,53.0,No Change,34.0,4.0
AC,25.12812575,67.5145474,0.74,25.65,94.46608805,53.0,No Change,33.0,4.0
AC,25.3183527,74.67086705,1.1,25.8,91.0,58.0,No Change,46.0,4.0
NV,28.3556118,66.87423795000001,0.2,29.0,94.0,46.0,Cooler,46.0,19.0
AC,25.17936745,67.80286000000001,0.58,25.75,90.0,62.0,No Change,27.0,4.0
AC,25.26369925,74.04795,0.32,25.8,92.0,58.70673745,No Change,47.0,3.0
